# index, _pos
2459,"array([-0.24219084, -1.05224752])"
2460,"array([-0.19643631, -0.60328508])"
2461,"array([-0.18979246, -0.6295295 ])"
2462,"array([-0.0525912 , -0.85488457])"
2463,"array([-0.02577609, -0.84217227])"
2464,"array([-0.06336824, -0.26063169])"
2465,"array([-0.39143696, -0.57948731])"
2466,"array([-0.38671693, -0.63746097])"
2467,"array([-0.3755216 , -0.61617559])"
2468,"array([ 0.12536217, -0.43523468])"
2469,"array([ 0.14801181, -0.85999349])"
2470,"array([ 0.0185855, -0.5902608])"
2471,"array([ 0.03368417, -0.61944438])"
2472,"array([ 0.11046336, -0.83262723])"
2473,"array([ 0.06406358, -1.07638202])"
2474,"array([-0.04770291, -1.00773455])"
2475,"array([-0.16721703, -0.98861086])"
2476,"array([-8.86906715e-04, -1.06014843e+00])"
2477,"array([ 0.00717634, -1.04908456])"
2478,"array([ 0.31180009, -0.39014641])"
2479,"array([-0.29688997, -0.9721229 ])"
2480,"array([-0.25821535, -0.98255996])"
2481,"array([-0.32398656, -0.97889358])"
2482,"array([-0.26630508, -0.96143817])"
2483,"array([-5.66648834e-04, -1.01249097e+00])"
2484,"array([ 0.1326899 , -1.25986059])"
2485,"array([ 0.11066218, -0.30750526])"
2486,"array([-0.05407708, -0.32684451])"
2487,"array([-0.12171297, -1.07819078])"
2488,"array([-0.17388505, -0.72519093])"
2489,"array([-0.09681596, -0.76770214])"
2490,"array([ 0.31050596, -0.36486932])"
2491,"array([ 0.37219903, -0.14131882])"
2492,"array([ 0.17425939, -0.96671483])"
2493,"array([ 0.12554235, -0.88833722])"
2494,"array([ 0.17757687, -0.3533117 ])"
2495,"array([ 0.37587468, -0.38699616])"
2496,"array([ 0.18141153, -0.30379311])"
2497,"array([ 0.37714091, -0.25733498])"
2498,"array([ 0.34672936, -0.32599277])"
2499,"array([ 0.13291738, -0.63793484])"
2500,"array([ 0.39966233, -0.79481049])"
2501,"array([ 0.10394751, -1.02812191])"
2502,"array([ 0.01385457, -0.97576586])"
2503,"array([-0.0885484 , -0.91870623])"
2504,"array([-0.32533941, -0.72770659])"
2505,"array([ 0.09716432, -1.18229865])"
2506,"array([ 0.26847466, -0.55266345])"
2507,"array([-0.22404086, -1.09093844])"
2508,"array([-0.21642998, -1.06262323])"
2509,"array([ 0.17821071, -0.94814966])"
2510,"array([ 0.21649095, -0.9547872 ])"
2511,"array([ 0.2098829 , -0.97239459])"
2512,"array([ 0.36826292, -0.99168195])"
2513,"array([ 0.28372265, -0.31859318])"
2514,"array([ 0.32112345, -0.2840443 ])"
2515,"array([ 0.30901187, -0.31812942])"
2516,"array([-0.19797001, -1.03227393])"
2517,"array([-0.17533485, -1.02769516])"
2518,"array([-0.18258824, -1.05305776])"
2519,"array([-0.2282954 , -1.01967469])"
2520,"array([ 0.27803991, -0.25389464])"
2521,"array([ 0.01114753, -0.85603077])"
2522,"array([ 0.03833279, -1.12804188])"
2523,"array([-0.12733627, -0.78448097])"
2524,"array([-0.07337206, -0.66879646])"
2525,"array([-0.128109  , -1.06301647])"
2526,"array([ 0.35901004, -0.9616229 ])"
2527,"array([ 0.10396494, -0.4551238 ])"
2528,"array([-0.08950467, -0.47375798])"
2529,"array([ 0.13292646, -0.83249523])"
2530,"array([ 0.33639733, -0.79210887])"
2531,"array([ 0.36112614, -0.83744953])"
2532,"array([-0.30802265, -0.83519474])"
2533,"array([ 0.24868936, -0.22723175])"
2534,"array([ 0.28094099, -0.23807298])"
2535,"array([ 0.19660493, -0.51875064])"
2536,"array([ 0.17126816, -0.53141343])"
2537,"array([ 0.0626032 , -0.27467199])"
2538,"array([ 0.08489123, -0.64145856])"
2539,"array([-0.03001184, -0.63123741])"
2540,"array([-0.22655337, -0.88859317])"
2541,"array([-0.18806098, -0.83373362])"
2542,"array([ 0.1585642 , -0.18676993])"
2543,"array([-0.05505661, -0.19883049])"
2544,"array([ 0.16701451, -0.66802325])"
2545,"array([ 0.0493198 , -0.91122753])"
2546,"array([ 0.04657454, -0.22959514])"
2547,"array([ 0.03584139, -0.24625469])"
2548,"array([ 0.0708429 , -0.25162173])"
2549,"array([-0.03512564, -0.54361611])"
2550,"array([ 0.07882001, -0.51377653])"
2551,"array([ 0.04018222, -0.53828421])"
2552,"array([-0.0227201, -1.0094364])"
2553,"array([ 0.2049606 , -0.74858997])"
2554,"array([ 0.0987043 , -0.79611796])"
2555,"array([-0.31764882, -0.95454457])"
2556,"array([0.0517018 , 0.47746478])"
2557,"array([-0.44197053, -0.98536595])"
2558,"array([-0.29154255, -1.00345141])"
2559,"array([ 0.01871168, -0.95076755])"
2560,"array([-0.2685078 , -0.68161323])"
2561,"array([ 0.12673331, -0.40588624])"
2562,"array([-0.39539898,  0.68824211])"
2563,"array([ 0.16147371, -0.63172048])"
2564,"array([ 0.33975887, -0.20918325])"
2565,"array([-0.2580616 , -1.18495767])"
2566,"array([-0.29275669, -1.13727231])"
2567,"array([-0.28274392, -1.11647557])"
2568,"array([-0.39291866, -1.06193681])"
2569,"array([-0.33047722, -1.06246646])"
2570,"array([-0.34670751, -1.17997436])"
2571,"array([-0.40335207, -1.09938313])"
2572,"array([-0.33797319, -1.09309297])"
2573,"array([-0.38749571, -1.13146465])"
2574,"array([ 0.12177516, -0.99027514])"
2575,"array([ 0.06283522, -0.91055081])"
2576,"array([-0.23750942, -0.67744306])"
2577,"array([ 0.12993301, -0.84394448])"
2578,"array([-0.16769857, -0.64666006])"
2579,"array([ 0.38266566, -0.77916512])"
2580,"array([ 0.41244851, -0.76225935])"
2581,"array([ 0.04141554, -0.93925568])"
2582,"array([-0.16888506, -0.79389385])"
2583,"array([-0.14676109, -0.79988679])"
2584,"array([ 0.13278342, -0.77411054])"
2585,"array([-0.2634746 , -0.70860499])"
2586,"array([-0.17582425, -0.69638547])"
2587,"array([ 0.10024976, -0.76614449])"
2588,"array([ 0.08829941, -0.78731329])"
2589,"array([ 0.3425952 , -1.00929079])"
2590,"array([-0.19967189, -0.57150948])"
2591,"array([-0.21830722, -1.00432675])"
2592,"array([ 0.03928392, -0.92293352])"
2593,"array([-0.29078906, -1.0741463 ])"
2594,"array([-0.48201711, -0.94812622])"
2595,"array([ 0.31053905, -0.25887171])"
2596,"array([ 0.17169254, -0.82597378])"
2597,"array([ 0.10614554, -0.88067347])"
2598,"array([-0.24771653, -1.07274283])"
2599,"array([-0.23065924, -1.04548128])"
2600,"array([ 0.09732303, -0.43039386])"
2601,"array([ 0.06707567, -1.02955587])"
2602,"array([-0.24731878, -1.00690002])"
2603,"array([-0.00794165, -0.75892142])"
2604,"array([-0.29746072, -0.72241988])"
2605,"array([-0.29286756, -0.81984788])"
2606,"array([-0.13422939, -0.6896234 ])"
2607,"array([-0.0459431 , -0.77589211])"
2608,"array([ 0.03529425, -0.74630687])"
2609,"array([-0.33607439, -0.70751499])"
2610,"array([ 0.06108698, -0.52716662])"
2611,"array([-0.1168904 , -0.79976054])"
2612,"array([-0.17311209, -0.6813456 ])"
2613,"array([-0.20104598, -1.08474072])"
2614,"array([-0.02702258, -1.0893496 ])"
2615,"array([ 0.23952178, -0.94282706])"
2616,"array([ 0.20156943, -0.93474765])"
2617,"array([-0.0771464 , -1.02557121])"
2618,"array([-0.18362949, -0.80818733])"
2619,"array([ 0.01416718, -0.615098  ])"
2620,"array([ 0.19311294, -0.58469284])"
2621,"array([0.0525112 , 0.44221077])"
2622,"array([ 0.21269132, -0.54557372])"
2623,"array([ 0.05115142, -0.70630198])"
2624,"array([ 0.03064494, -0.70845067])"
2625,"array([ 0.15003255, -0.94219353])"
2626,"array([ 0.13480843, -0.95001869])"
2627,"array([ 0.11006637, -0.93624659])"
2628,"array([-0.05392723, -0.0486364 ])"
2629,"array([ 0.23107247, -0.46160136])"
2630,"array([ 0.05663893, -1.1292082 ])"
2631,"array([ 0.00994518, -0.88586805])"
2632,"array([-0.12622416, -1.1123874 ])"
2633,"array([ 0.058724  , -0.83640644])"
2634,"array([-0.0196101 , -0.90336093])"
2635,"array([ 0.28800533, -0.4817821 ])"
2636,"array([ 0.30805901, -0.84575784])"
2637,"array([-0.02321694, -0.9643471 ])"
2638,"array([ 0.25734662, -0.47559478])"
2639,"array([ 0.11198348, -0.86363745])"
2640,"array([ 0.06870029, -0.54882944])"
2641,"array([ 0.07338812, -0.8422571 ])"
2642,"array([-0.05882232, -1.04144453])"
2643,"array([ 0.17921501, -1.02273092])"
2644,"array([ 0.23269186, -1.05344503])"
2645,"array([ 0.15193899, -1.09315299])"
2646,"array([ 0.21421007, -1.01927709])"
2647,"array([ 0.22176565, -1.13984671])"
2648,"array([ 0.21542525, -1.07818871])"
2649,"array([ 0.25561229, -1.11519112])"
2650,"array([-0.14531892, -0.84949176])"
2651,"array([ 0.05746965, -0.74727145])"
2652,"array([ 0.2295653 , -0.33650366])"
2653,"array([-0.0818478 , -0.85919858])"
2654,"array([-0.04225051, -0.80851942])"
2655,"array([ 0.16324142, -0.24303457])"
2656,"array([-0.13508346, -0.74898335])"
2657,"array([ 0.27201021, -0.77727836])"
2658,"array([ 0.38489976, -0.1898597 ])"
2659,"array([ 0.31848373, -0.19777981])"
2660,"array([ 0.36454597, -1.39048725])"
2661,"array([-0.15921351, -0.57697745])"
2662,"array([-0.01660175, -0.65062337])"
2663,"array([ 0.04582918, -0.64138871])"
2664,"array([ 0.06632926, -0.09337802])"
2665,"array([ 0.06345347, -0.11388839])"
2666,"array([-0.34771499, -1.04217073])"
2667,"array([ 0.41548604, -0.17561898])"
2668,"array([ 0.02065841, -0.6501639 ])"
2669,"array([-0.12076553, -0.72794307])"
2670,"array([ 0.29397598, -0.32928265])"
2671,"array([-0.11139308, -1.35268428])"
2672,"array([-0.14948309, -0.67705311])"
2673,"array([-0.13741214, -0.65444326])"
2674,"array([-0.21495229, -0.68897945])"
2675,"array([-0.04011161, -0.39077149])"
2676,"array([-0.19367904, -1.15508564])"
2677,"array([-0.21401544, -1.1471509 ])"
2678,"array([ 0.11114389, -0.56880859])"
2679,"array([ 0.00838834, -0.1226177 ])"
2680,"array([ 0.02516288, -0.14058542])"
2681,"array([-0.43721435, -0.76558778])"
2682,"array([ 0.04649608, -0.87409723])"
2683,"array([ 0.07531122, -0.86032083])"
2684,"array([-0.0418784 , -0.62083599])"
2685,"array([-0.4176043 , -0.77578886])"
2686,"array([-0.47332152, -0.79168007])"
2687,"array([ 0.0876917 , -1.01220453])"
2688,"array([ 0.2081342 , -1.30395117])"
2689,"array([ 0.17336029, -1.33861434])"
2690,"array([ 0.05497637, -0.57514305])"
2691,"array([ 0.04807346, -0.60338786])"
2692,"array([ 0.14468735, -1.04406107])"
2693,"array([ 0.28589294, -0.75926159])"
2694,"array([ 0.0570469 , -0.41167359])"
2695,"array([ 0.10136921, -0.72333005])"
2696,"array([-0.20759478, -1.20688457])"
2697,"array([-0.26218642, -0.59632973])"
2698,"array([ 0.05698312, -0.66801279])"
2699,"array([ 0.07836229, -0.66417926])"
2700,"array([-0.06227494, -1.22290555])"
2701,"array([ 0.10157529, -0.59993308])"
2702,"array([ 0.12353243, -0.60451877])"
2703,"array([-0.19020532, -1.18425373])"
2704,"array([-0.31965218, -1.11664356])"
2705,"array([-0.05133925, -0.64436825])"
2706,"array([ 0.25837705, -0.37985827])"
2707,"array([-0.4353351 , -0.74337633])"
2708,"array([-0.38075189, -0.78114202])"
2709,"array([-0.06863906, -1.19480683])"
2710,"array([-0.24919341, -0.69634736])"
2711,"array([-0.46039339, -0.69665262])"
2712,"array([-0.07928951, -0.2388083 ])"
2713,"array([-0.09041628, -0.26178467])"
2714,"array([ 0.09874286, -0.55747328])"
2715,"array([ 0.28615657, -0.65617126])"
2716,"array([-0.39078909, -0.55699317])"
2717,"array([-0.35700203, -0.63639127])"
2718,"array([ 0.14315383, -0.45097811])"
2719,"array([-0.33554497, -0.64318902])"
2720,"array([-0.31078418, -0.6682678 ])"
2721,"array([ 0.18849997, -0.82112148])"
2722,"array([-0.2217625 , -0.80227598])"
2723,"array([ 0.15451531, -0.88994431])"
2724,"array([-0.00294733, -1.35471781])"
2725,"array([ 0.40095426, -0.84721391])"
2726,"array([ 0.39457895, -0.86153616])"
2727,"array([-0.18055128, -1.408164  ])"
2728,"array([ 0.20369743, -0.15949618])"
2729,"array([ 0.39580417, -0.32644738])"
2730,"array([ 0.36323064, -0.36087251])"
2731,"array([ 0.43248749, -0.32630192])"
2732,"array([ 0.39536242, -0.36718803])"
2733,"array([ 0.01448993, -0.83557877])"
2734,"array([ 0.08985633, -1.32748744])"
2735,"array([-0.27540033, -0.89397953])"
2736,"array([ 0.08433525, -1.26254505])"
2737,"array([ 0.05725065, -1.30859355])"
2738,"array([ 0.0819202 , -1.29914828])"
2739,"array([ 0.15577088, -0.29247303])"
2740,"array([ 0.16905201, -0.30743971])"
2741,"array([ 0.13266693, -0.29766599])"
2742,"array([ 0.14836534, -0.27203542])"
2743,"array([ 0.02567055, -0.3150973 ])"
2744,"array([ 0.00195425, -0.30389178])"
2745,"array([-0.18198992, -1.20786722])"
2746,"array([ 0.23230817, -1.48698417])"
2747,"array([ 0.27269114, -1.3855944 ])"
2748,"array([ 0.41616361, -1.31575971])"
2749,"array([ 0.23998458, -1.5686419 ])"
2750,"array([ 0.42654422, -1.27845168])"
2751,"array([ 0.40452059, -1.37008729])"
2752,"array([ 0.23811395, -1.41723999])"
2753,"array([ 0.36054301, -1.24832505])"
2754,"array([ 0.15278029, -1.53411501])"
2755,"array([ 0.0029245 , -1.39170047])"
2756,"array([ 0.01760245, -1.3777768 ])"
2757,"array([-0.23850247, -0.78679906])"
2758,"array([ 0.06960705, -1.04781045])"
2759,"array([ 0.34849612, -0.16393359])"
2760,"array([ 0.20276306, -0.34530447])"
2761,"array([ 0.39833838, -0.41154305])"
2762,"array([ 0.41482887, -0.38229179])"
2763,"array([ 0.4147055 , -0.40132757])"
2764,"array([ 0.18018457, -0.28527781])"
2765,"array([ 0.1993279 , -0.22909205])"
2766,"array([ 0.18725681, -0.2728304 ])"
2767,"array([ 0.42502834, -0.2476357 ])"
2768,"array([ 0.45781245, -0.24004055])"
2769,"array([ 0.38730829, -0.29312099])"
2770,"array([ 0.42198888, -0.28844177])"
2771,"array([-0.14498213, -1.36853103])"
2772,"array([-0.14738857, -1.39840791])"
2773,"array([-0.10184   , -1.46453397])"
2774,"array([-0.53467894, -0.77577601])"
2775,"array([ 0.42781971, -0.81386892])"
2776,"array([ 0.43320309, -0.78020232])"
2777,"array([ 0.30712965, -0.5478327 ])"
2778,"array([-0.51043682, -0.8122135 ])"
2779,"array([ 0.01550542, -1.33851342])"
2780,"array([-0.14412777, -1.33308583])"
2781,"array([-0.1633307 , -1.37172328])"
2782,"array([-0.33815975, -0.7476662 ])"
2783,"array([ 0.12914199, -1.21845258])"
2784,"array([ 0.14987576, -1.21713501])"
2785,"array([ 0.12439911, -1.20323665])"
2786,"array([-0.23654927, -1.23851395])"
2787,"array([-0.21411983, -1.23346395])"
2788,"array([-0.36587602, -1.02750696])"
2789,"array([ 0.15070194, -0.51938593])"
2790,"array([ 0.09836011, -0.68715116])"
2791,"array([ 0.23736155, -0.69525578])"
2792,"array([ 0.2972459 , -0.74432943])"
2793,"array([-0.17818543, -1.25011581])"
2794,"array([ 0.00207573, -0.84505077])"
2795,"array([ 0.25363618, -0.3317445 ])"
2796,"array([-0.06544276, -1.37692801])"
2797,"array([ 0.1793349 , -0.06474992])"
2798,"array([ 0.16333786, -0.09012191])"
2799,"array([ 0.0885422 , -0.11954886])"
2800,"array([ 0.14322494, -0.09144845])"
2801,"array([ 0.2376408 , -0.73464258])"
2802,"array([ 0.29901853, -0.56595721])"
2803,"array([-0.09374549, -0.01778885])"
2804,"array([ 0.00935177, -0.45828894])"
2805,"array([ 0.01610613, -0.43317732])"
2806,"array([ 0.06599044, -1.20183396])"
2807,"array([ 0.0322646 , -1.16417984])"
2808,"array([-0.57581997, -0.80715635])"
2809,"array([ 0.18967719, -0.74072131])"
2810,"array([ 0.28077858, -0.37352438])"
2811,"array([ 0.29072091, -0.67708848])"
2812,"array([ 0.16763414, -0.99509444])"
2813,"array([-0.059105 , -0.6225257])"
2814,"array([-0.19853753, -1.28483661])"
2815,"array([ 0.160403  , -0.42885115])"
2816,"array([-0.23587395, -0.46537788])"
2817,"array([-0.2695998 , -1.20702586])"
2818,"array([-0.26911425, -1.2294206 ])"
2819,"array([-0.02049557, -0.67581799])"
2820,"array([ 0.17184059, -0.12896772])"
2821,"array([ 0.28481949, -0.20599927])"
2822,"array([ 0.30499822, -0.17623622])"
2823,"array([ 0.26791954, -0.2057768 ])"
2824,"array([ 0.2791199 , -0.17506845])"
2825,"array([ 0.17793567, -0.18189866])"
2826,"array([ 0.18800353, -0.36115444])"
2827,"array([-0.25227876, -0.87993837])"
2828,"array([-0.22124838, -0.86350459])"
2829,"array([ 0.09672903, -0.15633311])"
2830,"array([ 0.11728605, -0.14088874])"
2831,"array([ 0.07434354, -0.1632084 ])"
2832,"array([-0.00126401, -0.1910822 ])"
2833,"array([-0.02577831, -0.17978586])"
2834,"array([ 0.11113223, -0.18472409])"
2835,"array([ 0.11365851, -0.16918097])"
2836,"array([ 0.09866642, -0.18090485])"
2837,"array([ 0.00145492, -0.63999134])"
2838,"array([-0.00928522, -1.32665464])"
2839,"array([-0.02201813, -1.36485941])"
2840,"array([ 0.22841475, -0.37076053])"
2841,"array([ 0.09219318, -0.28956262])"
2842,"array([-0.54989937, -0.8197278 ])"
2843,"array([ 0.19872687, -0.72424209])"
2844,"array([ 0.18569409, -0.64234456])"
2845,"array([ 0.24404928, -0.71634433])"
2846,"array([ 0.11964387, -0.96368929])"
2847,"array([ 0.09978646, -0.26210336])"
2848,"array([ 0.06738166, -0.22610992])"
2849,"array([ 0.03674131, -0.47670862])"
2850,"array([ 0.02931377, -0.48964194])"
2851,"array([-0.01494798, -0.45510483])"
2852,"array([-0.00827603, -0.48576175])"
2853,"array([ 0.07551555, -0.49044276])"
2854,"array([ 0.0997589 , -0.49723028])"
2855,"array([-0.05075944, -0.52142572])"
2856,"array([-0.06495172, -0.53749512])"
2857,"array([ 0.01749754, -1.35893377])"
2858,"array([ 0.087879  , -0.94159471])"
2859,"array([ 0.10149453, -0.96216814])"
2860,"array([ 0.09437798, -0.92774927])"
2861,"array([ 0.12139302, -0.92587827])"
2862,"array([ 0.0790696 , -0.95515134])"
2863,"array([ 0.08189299, -0.98864551])"
2864,"array([ 0.32300576, -0.40964944])"
2865,"array([ 0.17273697, -0.15130429])"
2866,"array([-0.03925221, -0.69057484])"
2867,"array([-0.03512323, -0.57049899])"
2868,"array([ 0.12347799, -1.38251584])"
2869,"array([ 0.31176427, -1.34304632])"
2870,"array([ 0.14740766, -0.75829242])"
2871,"array([ 0.16001911, -0.78245184])"
2872,"array([ 0.15491322, -0.77002957])"
2873,"array([ 0.17646811, -0.76149312])"
2874,"array([ 0.17753672, -0.80703869])"
2875,"array([ 0.20771184, -0.80278253])"
2876,"array([ 0.14814196, -0.7339131 ])"
2877,"array([ 0.18790462, -0.7832406 ])"
2878,"array([ 0.19550864, -0.39134241])"
2879,"array([-0.31155022, -0.58295426])"
2880,"array([-0.26617326, -0.74934049])"
2881,"array([-0.30000988, -0.61054504])"
2882,"array([-0.28715719, -0.67960479])"
2883,"array([ 0.18129963, -0.37101078])"
2884,"array([ 0.22429868, -0.59883645])"
2885,"array([-0.0122318 , -0.94878611])"
2886,"array([-0.05417588, -1.02340502])"
2887,"array([-0.04646411, -0.95147938])"
2888,"array([-0.07740534, -1.0511411 ])"
2889,"array([-0.24474097, -0.75995252])"
2890,"array([-0.20564165, -0.66546882])"
2891,"array([ 0.07198362, -0.5962589 ])"
2892,"array([ 0.36379386, -0.19302998])"
2893,"array([-0.31046492, -1.2740311 ])"
2894,"array([-0.29055042, -1.22949348])"
2895,"array([-0.3649624 , -1.06364915])"
2896,"array([-0.34670889, -1.15354727])"
2897,"array([-0.37359933, -1.17415154])"
2898,"array([-0.37442679, -1.09534865])"
2899,"array([-0.36364193, -1.11643894])"
2900,"array([ 0.14853814, -0.38293134])"
2901,"array([ 0.12788178, -0.37093139])"
2902,"array([-0.15362671, -0.62560937])"
2903,"array([-0.05539507, -0.59325487])"
2904,"array([ 0.02370964, -0.91618652])"
2905,"array([ 0.05930513, -0.93027077])"
2906,"array([ 0.15521931, -1.00570022])"
2907,"array([ 0.03324868, -0.89856078])"
2908,"array([ 0.2209115 , -0.76806643])"
2909,"array([-0.38890978, -1.01094841])"
2910,"array([-0.41442184, -1.01013152])"
2911,"array([-0.21944842, -0.71097873])"
2912,"array([-0.19340307, -0.54432276])"
2913,"array([ 0.25281418, -0.65288175])"
2914,"array([-0.03921887, -0.42436503])"
2915,"array([ 0.13071841, -0.50707977])"
2916,"array([ 0.29894901, -0.7865022 ])"
2917,"array([ 0.15154039, -0.84222102])"
2918,"array([ 0.26111872, -0.80264885])"
2919,"array([ 0.20058422, -1.58925516])"
2920,"array([ 0.12259405, -0.65250992])"
2921,"array([ 0.03507548, -0.40594422])"
2922,"array([ 0.25815231, -0.7338016 ])"
2923,"array([ 0.22210039, -0.66334237])"
2924,"array([-0.09809748, -0.40982986])"
2925,"array([-0.12693034, -0.40535855])"
2926,"array([ 0.30288697, -0.8163192 ])"
2927,"array([ 0.23137052, -0.82811117])"
2928,"array([ 0.22959773, -0.81361467])"
2929,"array([ 0.33486317, -0.83066021])"
2930,"array([-0.13977967, -1.23426691])"
2931,"array([ 0.05506465, -1.25288424])"
2932,"array([ 0.13273671, -0.28201052])"
2933,"array([ 0.09615118, -0.40755629])"
2934,"array([ 0.24531381, -0.83939072])"
2935,"array([ 0.10809512, -0.28244295])"
2936,"array([ 0.11978263, -1.02347645])"
2937,"array([-0.06235074, -0.42282861])"
2938,"array([-0.0951275 , -0.38850529])"
2939,"array([-0.41991777, -0.53284592])"
2940,"array([-0.5763519 , -0.83233804])"
2941,"array([-0.27098059, -1.15321104])"
2942,"array([ 0.08285721, -0.57921328])"
2943,"array([ 0.01218434, -0.75244507])"
2944,"array([-0.01605031, -0.66280241])"
2945,"array([-0.0468143 , -0.66713485])"
2946,"array([ 0.09982352, -0.09669076])"
2947,"array([ 0.08385755, -0.08383085])"
2948,"array([ 0.27527206, -0.41755746])"
2949,"array([ 0.03330817, -0.17379718])"
2950,"array([ 0.00918192, -0.16277751])"
2951,"array([ 0.18679986, -0.10287543])"
2952,"array([ 0.18927569, -0.14949754])"
2953,"array([-0.31239135, -0.77409882])"
2954,"array([-0.34205647, -0.79003248])"
2955,"array([-0.36003459, -0.7140288 ])"
2956,"array([-0.36014582, -0.7341182 ])"
2957,"array([-0.41593392, -0.70370784])"
2958,"array([ 0.07845313, -0.28401774])"
2959,"array([-0.03329178, -0.71174326])"
2960,"array([-0.05317329, -0.71518582])"
2961,"array([-0.08189744, -0.71033137])"
2962,"array([-0.39634397, -0.67778966])"
2963,"array([-0.37058706, -0.68977622])"
2964,"array([ 0.06078808, -0.97719894])"
2965,"array([ 0.10416013, -0.52765146])"
2966,"array([ 0.03843909, -0.58413838])"
2967,"array([-0.18114143, -1.31518104])"
2968,"array([-0.17726115, -1.34848936])"
2969,"array([-0.01512077, -0.62050241])"
2970,"array([-0.0330205 , -1.12672778])"
2971,"array([ 0.25506679, -0.68723185])"
2972,"array([ 0.13506116, -1.02210133])"
2973,"array([-0.15366425, -0.91610643])"
2974,"array([-0.13187456, -0.91925113])"
2975,"array([-0.13836669, -0.94526308])"
2976,"array([-0.02918296, -0.59686442])"
2977,"array([-0.22267743, -1.28163929])"
2978,"array([ 0.25437745, -0.62860056])"
2979,"array([ 0.08370212, -0.70870135])"
2980,"array([ 0.02235287, -0.72933024])"
2981,"array([-0.53750067, -0.79639976])"
2982,"array([-0.0752723 , -0.03175423])"
2983,"array([-0.21875265, -1.31664902])"
2984,"array([-0.00777421, -0.10245626])"
2985,"array([-0.03335269, -0.09906692])"
2986,"array([ 0.22852515, -0.40309993])"
2987,"array([ 0.28211706, -0.45456958])"
2988,"array([-0.01981882, -0.04334059])"
2989,"array([-0.20237341, -0.70213619])"
2990,"array([-0.02746223, -0.06769753])"
2991,"array([ 0.01767814, -0.8690189 ])"
2992,"array([-0.31958692, -0.79680702])"
2993,"array([ 0.25710889, -0.53013995])"
2994,"array([-0.12345194, -0.37241441])"
2995,"array([ 0.24362814, -0.75159606])"
2996,"array([-0.33449857, -1.28689025])"
2997,"array([ 0.15773153, -0.12432747])"
2998,"array([-0.28795038, -0.76484321])"
2999,"array([ 0.23906934, -0.77009377])"
3000,"array([-0.3018487 , -1.30219989])"
3001,"array([-0.12524491, -1.3923528 ])"
3002,"array([-0.11178467, -1.43375025])"
3003,"array([-0.51059169, -0.78617208])"
3004,"array([-0.13646636, -1.29489198])"
3005,"array([ 0.2952931 , -0.27224012])"
3006,"array([ 0.27297751, -0.90655978])"
3007,"array([ 0.23766381, -0.89405614])"
3008,"array([ 0.32691881, -0.29958692])"
3009,"array([-0.16504128, -1.42348671])"
3010,"array([ 0.08322682, -1.23704177])"
3011,"array([-0.16033128, -1.28450366])"
3012,"array([-0.18940076, -1.23377736])"
3013,"array([ 0.19404642, -0.89493422])"
3014,"array([ 0.15931611, -0.87454147])"
3015,"array([ 0.08150227, -0.97096297])"
3016,"array([ 0.07221306, -0.93963918])"
3017,"array([ 0.23521268, -0.31526194])"
3018,"array([ 0.15450088, -0.97739913])"
3019,"array([-0.06631537, -0.80375059])"
3020,"array([ 0.13283608, -0.25276498])"
3021,"array([ 0.07167856, -0.39222139])"
3022,"array([ 0.05556171, -0.37951464])"
3023,"array([-0.39270705, -1.1912909 ])"
3024,"array([ 0.35961646, -1.36476545])"
3025,"array([ 0.25084837, -0.36016605])"
3026,"array([-0.08722891, -1.36912105])"
3027,"array([ 0.10137625, -1.13961143])"
3028,"array([ 0.3433796 , -0.43240141])"
3029,"array([ 0.03593913, -0.38525861])"
3030,"array([ 0.21218075, -0.69684959])"
3031,"array([ 0.2496602 , -1.33780051])"
3032,"array([ 0.19508284, -1.38768029])"
3033,"array([ 0.11791829, -1.06418323])"
3034,"array([ 0.13165296, -1.05796112])"
3035,"array([ 0.21388363, -0.11890407])"
3036,"array([ 0.30303814, -0.34846319])"
3037,"array([ 0.14423029, -0.3406647 ])"
3038,"array([-0.04678864, -0.44383118])"
3039,"array([-0.0424314 , -1.33687177])"
3040,"array([-0.09645831, -0.88192203])"
3041,"array([ 0.16469932, -0.32815265])"
3042,"array([ 0.14755125, -0.31128482])"
3043,"array([-0.27289783, -0.65456348])"
3044,"array([ 0.22745443, -1.2383254 ])"
3045,"array([ 0.1346338 , -1.18280274])"
3046,"array([ 0.10971079, -1.31905526])"
3047,"array([ 0.06792347, -1.22760484])"
3048,"array([ 0.11139267, -1.16042487])"
3049,"array([ 0.08630762, -1.11115168])"
3050,"array([ 0.10093764, -1.0488726 ])"
3051,"array([ 0.29240702, -0.71766961])"
3052,"array([-0.17630268, -0.93026221])"
3053,"array([-0.277351  , -0.80903556])"
3054,"array([ 0.11152724, -0.70470214])"
3055,"array([ 0.04588555, -0.26434901])"
3056,"array([ 0.31717893, -0.24169216])"
3057,"array([ 0.32362782, -0.65080394])"
3058,"array([ 0.25213342, -0.58728688])"
3059,"array([ 0.19433484, -0.68278756])"
3060,"array([-0.03066435, -0.75911687])"
3061,"array([ 0.42227494, -0.86477765])"
3062,"array([ 0.23823605, -0.14369105])"
3063,"array([-0.00815635, -0.72270697])"
3064,"array([ 0.01679234, -0.80983523])"
3065,"array([ 0.21737485, -0.87557263])"
3066,"array([ 0.05681131, -1.00445218])"
3067,"array([ 0.14494755, -0.58309417])"
3068,"array([ 0.14894783, -0.16411812])"
3069,"array([ 0.18937256, -1.52161382])"
