# index, as_id, _pos
3124,8911,"array([-1.2662327 ,  1.97106742])"
3125,8912,"array([-1.64269639,  1.56656618])"
3126,3126,"array([-1.54585367,  0.90313267])"
3127,8913,"array([-1.22957243,  1.5596524 ])"
3128,3128,"array([-1.26177682,  0.74546014])"
3129,8914,"array([-1.33826724,  1.36551078])"
3130,3130,"array([-2.0433648 ,  1.06303904])"
3131,8915,"array([-0.11222517,  1.32789079])"
3132,3132,"array([-1.67983246,  0.96566838])"
3133,11970,"array([-1.56295692, -0.08107151])"
3134,3134,"array([-1.28840526,  0.61276484])"
3135,8917,"array([-1.55328259,  1.60506136])"
3136,3136,"array([-1.05666671,  0.67857108])"
3137,8918,"array([-1.53969256,  1.39986794])"
3138,8919,"array([-0.98683374,  1.04950382])"
3139,8920,"array([-1.44034892,  1.26257429])"
3140,8921,"array([-1.16920321,  1.5220359 ])"
3141,8922,"array([-1.22398979,  2.06081222])"
3142,8923,"array([-0.8389501 ,  1.50418162])"
3143,8924,"array([-1.68989562,  1.5058539 ])"
3144,3144,"array([-1.62985349,  0.9882331 ])"
3145,8925,"array([-1.68580354,  1.79386699])"
3146,3146,"array([-1.18232702,  0.40068626])"
3147,3147,"array([-1.40987285,  0.61213272])"
3148,8926,"array([-1.15977228,  1.23768214])"
3149,8927,"array([-1.04972648,  1.12977632])"
3150,8928,"array([-1.51079333,  1.52231339])"
3151,11971,"array([-1.70390785,  0.62287399])"
3152,3152,"array([-1.27724886,  0.90952259])"
3153,8930,"array([-0.6657902 ,  1.41358737])"
3154,11972,"array([-1.6925774 ,  1.10733966])"
3155,8932,"array([-1.81446678,  1.53726427])"
3156,8933,"array([-1.15705711,  1.37710716])"
3157,8934,"array([-1.4476428 ,  0.72790637])"
3158,8935,"array([-1.11753623,  1.48851333])"
3159,11973,"array([-1.10240242,  0.78355635])"
3160,11974,"array([-2.06197428,  0.57505865])"
3161,8938,"array([-1.4033246 ,  1.47844552])"
3162,8939,"array([-1.69965928,  1.70447757])"
3163,8940,"array([-1.29573446,  1.46129996])"
3164,8941,"array([-1.39685222,  2.10727822])"
3165,8942,"array([-1.54887727,  1.48852075])"
3166,8943,"array([-1.73268787,  1.65845127])"
3167,8944,"array([-0.90482264,  0.91807103])"
3168,8945,"array([-0.83120346,  0.86084671])"
3169,8946,"array([-1.39825591,  1.66856932])"
3170,8947,"array([-0.59868631,  0.75505675])"
3171,8948,"array([-1.09754718,  1.8169086 ])"
3172,11975,"array([-1.3007794 ,  0.27236436])"
3173,8950,"array([-1.75636475,  1.7250714 ])"
3174,8951,"array([-0.94960103,  1.40000601])"
3175,8952,"array([-1.61463026,  1.38983344])"
3176,8953,"array([-1.17620817,  1.5071071 ])"
3177,8954,"array([-1.39253806,  1.3807149 ])"
3178,8955,"array([-1.15982681,  0.88142585])"
3179,8956,"array([-1.13076769,  1.72439935])"
3180,8957,"array([-1.52770527,  1.72082916])"
3181,8958,"array([-1.00697342,  1.01596918])"
3182,8959,"array([-1.67703454,  1.144247  ])"
3183,8960,"array([-1.76735765,  1.12820755])"
3184,8961,"array([-1.66496513,  1.1896567 ])"
3185,11976,"array([-1.85821606,  0.56013639])"
3186,8963,"array([-0.95457981,  1.37776348])"
3187,8964,"array([-1.36282779,  1.80286905])"
3188,8965,"array([-0.85348615,  1.21662425])"
3189,11977,"array([-1.66264324,  0.814291  ])"
3190,8967,"array([-1.34952838,  1.66170697])"
3191,8968,"array([-1.30534733,  1.65149249])"
3192,8969,"array([-1.70884722,  1.80349271])"
3193,8970,"array([-0.71425275,  1.43580649])"
3194,8971,"array([-1.29597766,  1.5112428 ])"
3195,11978,"array([-2.18064152,  0.88076404])"
3196,8973,"array([-1.11982635,  1.17057421])"
3197,8974,"array([-1.09111087,  1.55573697])"
3198,8975,"array([-1.58589182,  1.58338354])"
3199,11979,"array([-1.63475581,  0.93171171])"
3200,8977,"array([-1.35588395,  1.40200357])"
3201,8978,"array([-1.40010509,  2.05562098])"
3202,8979,"array([-1.20242305,  1.06016853])"
3203,8980,"array([-1.0682758 ,  2.12517223])"
3204,11980,"array([-1.21548894,  0.9480234 ])"
3205,8982,"array([-1.90979867,  1.82452906])"
3206,8983,"array([-1.07084154,  1.96253736])"
3207,8984,"array([-1.21154352,  1.70440381])"
3208,3208,"array([-1.07340794,  1.39917274])"
3209,3209,"array([-1.44889921,  1.38207301])"
3210,11981,"array([-1.82982659,  0.96336334])"
3211,3211,"array([-1.32102248,  1.56769664])"
3212,8986,"array([-1.570618  ,  1.56381338])"
3213,8987,"array([-1.56429589,  1.54677373])"
3214,8988,"array([-0.60478475,  1.33511413])"
3215,3215,"array([-1.2595034 ,  1.60873357])"
3216,3216,"array([-0.94201008,  1.16773628])"
3217,8989,"array([-1.20371408,  1.25377167])"
3218,3218,"array([-0.66458838,  0.99483922])"
3219,3219,"array([-0.69424913,  1.59713698])"
3220,3220,"array([-1.24212827,  1.42900391])"
3221,3221,"array([-0.5495838 ,  1.68865395])"
3222,8990,"array([-1.01416363,  2.01173113])"
3223,8991,"array([-0.56608104,  1.52206947])"
3224,8992,"array([-1.18758701,  1.695129  ])"
3225,8993,"array([-1.22251487,  1.68659084])"
3226,8994,"array([-0.89126558,  1.01863227])"
3227,11982,"array([-1.3756278 ,  0.89540063])"
3228,3228,"array([-1.3269571 ,  1.64418676])"
3229,11983,"array([-1.83893492,  1.0309418 ])"
3230,3230,"array([-0.41426277,  1.51968454])"
3231,8997,"array([-0.5183031 ,  0.94708078])"
3232,11984,"array([-2.14242034,  0.74885448])"
3233,3233,"array([-1.02116072,  1.49046319])"
3234,8999,"array([-1.35303984,  1.54530302])"
3235,3235,"array([-0.58225635,  0.94960181])"
3236,9000,"array([-1.33988714,  1.00138941])"
3237,11985,"array([-1.18190426,  0.77514825])"
3238,3238,"array([-1.124955  ,  1.52833607])"
3239,3239,"array([-1.17813026,  0.6957645 ])"
3240,3240,"array([-0.78804257,  1.714085  ])"
3241,11986,"array([-1.71551196,  0.42146151])"
3242,3242,"array([-1.08531591,  1.93255889])"
3243,3243,"array([-0.83150036,  0.91166992])"
3244,3244,"array([-1.53515693,  0.08497435])"
3245,3245,"array([-1.03391999,  1.33027345])"
3246,3246,"array([-1.25615212,  1.34127719])"
3247,11987,"array([-1.69860668,  0.38534271])"
3248,3248,"array([-1.16491372,  1.56076403])"
3249,3249,"array([-1.23820458,  1.30702834])"
3250,9004,"array([-1.13236745,  1.50301527])"
3251,3251,"array([-0.73390874,  1.41043648])"
3252,3252,"array([-0.84591965,  1.1307263 ])"
3253,3253,"array([-0.91128663,  0.83873924])"
3254,3254,"array([-1.05570771,  1.10758308])"
3255,3255,"array([-0.95775238,  1.51351032])"
3256,3256,"array([-1.27032377,  1.73993367])"
3257,3257,"array([-1.67403117,  1.34562314])"
3258,9005,"array([-0.87467286,  1.29642553])"
3259,3259,"array([-1.21701652,  1.78702098])"
3260,3260,"array([-0.90670058,  1.39768354])"
3261,3261,"array([-0.59760573,  1.53334724])"
3262,3262,"array([-1.47576475,  1.59617189])"
3263,13937,"array([-1.095305  ,  0.69104364])"
3264,9007,"array([-1.72383633,  1.59286942])"
3265,3265,"array([-1.26282663,  1.45804472])"
3266,9008,"array([-1.53623183,  1.61432113])"
3267,3267,"array([-0.27107581,  1.34426438])"
3268,3268,"array([-1.01618764,  1.2132326 ])"
3269,3269,"array([-1.16488211,  1.94578689])"
3270,14356,"array([-1.75970724,  1.09948777])"
3271,9010,"array([-1.13691458,  1.26624066])"
3272,3272,"array([-1.28212747,  1.38013786])"
3273,3273,"array([-1.49178824,  1.73290789])"
3274,3274,"array([-1.79841886,  1.82809973])"
3275,9011,"array([-1.5158053 ,  1.35014205])"
3276,11990,"array([-1.91542251,  0.45782959])"
3277,3277,"array([-0.44410506,  1.85764156])"
3278,3278,"array([-1.19485207,  1.29720848])"
3279,9013,"array([-1.37252452,  1.4124373 ])"
3280,11991,"array([-1.94852537,  0.98320285])"
3281,9015,"array([-0.88530778,  1.23652   ])"
3282,9016,"array([-0.86452682,  1.24332519])"
3283,11992,"array([-1.65574662,  1.14560095])"
3284,9018,"array([-1.23507889,  1.73849654])"
3285,9019,"array([-1.35089193,  1.59499473])"
3286,3286,"array([-1.51084037,  1.19571678])"
3287,9020,"array([-1.24420647,  1.78862664])"
3288,9021,"array([-0.90240674,  1.09209069])"
3289,9022,"array([-1.27554221,  1.34361112])"
3290,9023,"array([-1.16076708,  1.46510268])"
3291,9024,"array([-0.96109778,  1.04571083])"
3292,3292,"array([-1.37796742,  1.15419803])"
3293,3293,"array([-1.50783551,  1.78001702])"
3294,9025,"array([-1.07443364,  1.62049024])"
3295,9026,"array([-1.45109868,  1.65918644])"
3296,9027,"array([-1.17903803,  1.40642817])"
3297,11993,"array([-1.98096679,  1.71461156])"
3298,11994,"array([-1.67405406,  0.80322066])"
3299,9030,"array([-1.65754177,  1.67119138])"
3300,3300,"array([-1.47476339,  1.3930433 ])"
3301,3301,"array([-1.05537656,  1.57807648])"
3302,3302,"array([-1.34976055,  1.82955327])"
3303,3303,"array([-1.1824779 ,  1.46792557])"
3304,3304,"array([-1.40757239,  1.59764349])"
3305,3305,"array([-1.46637713,  1.57147536])"
3306,9031,"array([-1.29518807,  1.78455533])"
3307,3307,"array([-0.94151216,  1.46645795])"
3308,3308,"array([-0.94777035,  1.48912975])"
3309,11995,"array([-1.07014122,  0.54131754])"
3310,11996,"array([-1.97913183,  0.8955207 ])"
3311,9034,"array([-1.18197237,  1.97511057])"
3312,3312,"array([-0.74466922,  1.25131534])"
3313,3313,"array([-1.53783489,  1.89408368])"
3314,3314,"array([-0.70638114,  1.65329385])"
3315,9035,"array([-1.18571061,  1.7675044 ])"
3316,3316,"array([-0.42279078,  1.08465579])"
3317,9036,"array([-1.3786193,  1.5310401])"
3318,9037,"array([-1.33186421,  1.98779626])"
3319,3319,"array([-0.86206526,  1.15622061])"
3320,3320,"array([-1.57761788,  1.25846712])"
3321,13939,"array([-1.86205861,  0.23271325])"
3322,9039,"array([-0.93381863,  0.87284337])"
3323,3323,"array([-0.592662  ,  1.61626977])"
3324,3324,"array([-1.43310059,  1.31530275])"
3325,3325,"array([-0.34172335,  1.16719279])"
3326,3326,"array([-0.73997791,  1.15236228])"
3327,3327,"array([-1.15201015,  1.33161643])"
3328,3328,"array([-1.62976824,  1.45274374])"
3329,3329,"array([-1.2229741 ,  1.32314498])"
3330,3330,"array([-1.38604534,  1.50798012])"
3331,9040,"array([-1.24785182,  1.8520837 ])"
3332,9041,"array([-1.06089061,  1.30413561])"
3333,3333,"array([-1.44529493,  1.33124859])"
3334,3334,"array([-1.10916943,  1.64331565])"
3335,3335,"array([-0.39349958,  1.17303736])"
3336,3336,"array([-1.27575826,  1.32067902])"
3337,9042,"array([-1.06195654,  1.60031148])"
3338,9043,"array([-1.49026499,  1.4695869 ])"
3339,3339,"array([-0.9363035,  1.1027385])"
3340,3340,"array([-1.15469475,  1.20141401])"
3341,9044,"array([-1.05225493,  1.53222084])"
3342,3342,"array([-1.55093813,  1.5120383 ])"
3343,3343,"array([-0.4252572 ,  1.48171257])"
3344,3344,"array([-1.65850934,  1.46273369])"
3345,11998,"array([-0.78839743,  0.73984976])"
3346,3346,"array([-0.6853263 ,  1.62825247])"
3347,14402,"array([-1.48402529,  0.56136305])"
3348,12000,"array([-1.43584104,  0.24641411])"
3349,12001,"array([-1.4726008 ,  0.96437773])"
3350,3350,"array([-1.27601421,  1.26766038])"
3351,3351,"array([-0.11100431,  1.40943904])"
3352,3352,"array([-1.39130179,  1.54373494])"
3353,13941,"array([-1.72342135,  0.25462396])"
3354,3354,"array([-1.38440892,  0.50223396])"
3355,9050,"array([-1.24368943,  1.14230837])"
3356,3356,"array([-1.73072454,  0.91120729])"
3357,12003,"array([-1.58134999,  0.69302033])"
3358,3358,"array([-0.99057033,  1.23188226])"
3359,3359,"array([-0.96763096,  0.54635101])"
3360,3360,"array([-1.55667073,  0.94049284])"
3361,9052,"array([-1.35849096,  1.49929223])"
3362,3362,"array([-1.46615542,  0.60820607])"
3363,3363,"array([-2.28501593,  1.24435981])"
3364,3364,"array([-1.34633245,  0.62526271])"
3365,3365,"array([-2.01240573,  0.9871723 ])"
3366,3366,"array([-1.77903579,  0.28003871])"
3367,9053,"array([-1.47964919,  1.90297283])"
3368,3368,"array([-1.76483919,  0.84755946])"
3369,3369,"array([-1.0605204 ,  0.95869009])"
3370,12004,"array([-0.82938363,  0.77663396])"
3371,9055,"array([-1.1328305 ,  1.64643141])"
3372,9056,"array([-0.33845438,  1.44495303])"
3373,9057,"array([-1.4955321 ,  1.45036215])"
3374,9058,"array([-1.02959315,  1.26440219])"
3375,9059,"array([-1.7027223 ,  1.46223935])"
3376,12005,"array([-1.43251291, -0.01196509])"
3377,12006,"array([-1.62125339,  0.60456588])"
3378,3378,"array([-1.31535639,  0.92309124])"
3379,3379,"array([-1.72297525,  0.33330097])"
3380,3380,"array([-1.36914531,  1.08134906])"
3381,12007,"array([-1.86993286,  0.69073856])"
3382,9063,"array([-1.66621692,  1.56018295])"
3383,9064,"array([-0.90600669,  1.46155578])"
3384,3384,"array([-1.35432727,  0.84256698])"
3385,3385,"array([-1.97959161,  0.55370351])"
3386,3386,"array([-1.64936667,  0.92582392])"
3387,9065,"array([-1.14417358,  1.47445842])"
3388,3388,"array([-1.15111647,  0.4823179 ])"
3389,3389,"array([-0.58764876,  1.09164194])"
3390,3390,"array([-1.36515835,  0.12656992])"
3391,9066,"array([-1.72135325,  1.95159174])"
3392,3392,"array([-1.22918796,  0.55293885])"
3393,9067,"array([-1.75048725,  1.75523222])"
3394,3394,"array([-1.73490222,  1.13162782])"
3395,9068,"array([-0.63396015,  1.14014421])"
3396,3396,"array([-1.9905248 ,  1.06399499])"
3397,9069,"array([-0.59151967,  1.50263349])"
3398,9070,"array([-1.11898488,  1.21864006])"
3399,9071,"array([-1.44881318,  1.05072311])"
3400,9072,"array([-1.68096527,  1.65886859])"
3401,9073,"array([-1.67615878,  1.7050134 ])"
3402,12008,"array([-1.86600258,  1.20390231])"
3403,3403,"array([-1.34100533,  1.11832881])"
3404,3404,"array([-1.89014472,  0.52430624])"
3405,3405,"array([-1.65900301,  0.29663762])"
3406,9075,"array([-1.31885781,  1.52929777])"
3407,3407,"array([-1.63521177,  0.76655286])"
3408,9076,"array([-1.2581118 ,  1.87795204])"
3409,3409,"array([-2.42876333,  0.98467939])"
3410,13942,"array([-1.50095854,  0.91194206])"
3411,9078,"array([-1.08333741,  1.7655375 ])"
3412,9079,"array([-1.35561665,  1.20210529])"
3413,9080,"array([-1.19017436,  1.3538243 ])"
3414,12010,"array([-2.01988757,  0.65691255])"
3415,12011,"array([-2.09003765,  0.87616919])"
3416,9083,"array([-1.47457685,  1.61625649])"
3417,9084,"array([-1.5522848 ,  1.45001562])"
3418,12012,"array([-1.6118237 ,  0.84944679])"
3419,9086,"array([-1.75759071,  1.64857546])"
3420,9087,"array([-0.93916808,  1.2809743 ])"
3421,9088,"array([-0.94717187,  1.86758656])"
3422,12013,"array([-1.71148271,  0.91092334])"
3423,9090,"array([-1.60122634,  1.36531939])"
3424,3424,"array([-1.21984816,  0.84662791])"
3425,9091,"array([-0.64558633,  1.67995126])"
3426,3426,"array([-1.15768061,  1.13675633])"
3427,9092,"array([-1.10755586,  1.54276101])"
3428,3428,"array([-1.28886239,  1.05814217])"
3429,3429,"array([-1.43870119,  1.19597328])"
3430,9093,"array([-1.26442196,  2.03690041])"
3431,3431,"array([-1.25052735,  1.01523654])"
3432,12014,"array([-1.59791125,  0.37788785])"
3433,9095,"array([-1.09838966,  1.02864261])"
3434,9096,"array([-1.0094081 ,  1.65559623])"
3435,9097,"array([-0.90213247,  2.15286258])"
3436,9098,"array([-1.30339156,  1.52383917])"
3437,9099,"array([-1.62787927,  1.60604369])"
3438,12015,"array([-1.89603673,  0.32112527])"
3439,12016,"array([-2.02466001,  0.54383081])"
3440,9102,"array([-1.075362  ,  1.25325218])"
3441,12017,"array([-1.7740141 ,  0.45239753])"
3442,9104,"array([-1.34945167,  1.7227112 ])"
3443,9105,"array([-1.54308119,  1.36567491])"
3444,9106,"array([-1.44206251,  1.64411263])"
3445,9107,"array([-0.71897303,  1.24146783])"
3446,9108,"array([-1.0333271 ,  1.58978849])"
3447,3447,"array([-1.61355154,  0.3463796 ])"
3448,3448,"array([-1.29305897,  0.48440763])"
3449,3449,"array([-0.89168446,  0.35100722])"
3450,3450,"array([-1.53630545,  0.544031  ])"
3451,3451,"array([-1.49470701,  1.04332846])"
3452,3452,"array([-1.62230256,  0.06912123])"
3453,9109,"array([-1.42404968,  1.43131569])"
3454,3454,"array([-1.32111972,  0.6432485 ])"
3455,9110,"array([-0.55839418,  1.08702927])"
3456,12018,"array([-1.50824419,  0.86580976])"
3457,12019,"array([-2.09261639,  0.85736522])"
3458,3458,"array([-1.82294008,  0.3901009 ])"
3459,12020,"array([-1.77388657,  0.85339569])"
3460,3460,"array([-1.82892467,  1.44922386])"
3461,12021,"array([-0.87407716,  0.67768546])"
3462,3462,"array([-2.10770545,  0.94021243])"
3463,3463,"array([-1.97838281,  0.53447753])"
3464,3464,"array([-2.05195386,  1.136872  ])"
3465,9115,"array([-1.70118169,  1.443832  ])"
3466,9116,"array([-1.14110594,  0.89817326])"
3467,9117,"array([-0.89682885,  0.98238819])"
3468,9118,"array([-1.00542335,  0.81555373])"
3469,9119,"array([-0.93374043,  1.77544071])"
3470,9120,"array([-0.69878385,  1.30235617])"
3471,9121,"array([-1.12693447,  1.11768831])"
3472,12022,"array([-1.36044363,  0.54297283])"
3473,12023,"array([-2.03385112,  0.79792036])"
3474,12024,"array([-1.43867935,  0.73881999])"
3475,3475,"array([-0.87711565,  0.07024895])"
3476,9125,"array([-1.55505029,  1.39776635])"
3477,9126,"array([-1.656124 ,  1.8341643])"
3478,9127,"array([-1.22497551,  1.28834027])"
3479,3479,"array([-1.53141479,  0.51875737])"
3480,9128,"array([-1.02381831,  1.46195388])"
3481,12025,"array([-1.43846433,  0.77268275])"
3482,9130,"array([-1.40377222,  1.91155074])"
3483,13943,"array([-1.49126953,  0.59269622])"
3484,3484,"array([-1.05639808,  0.47872212])"
3485,9132,"array([-1.65243508,  1.77485499])"
3486,9133,"array([-1.55361502,  1.71344102])"
3487,12027,"array([-1.81116169,  0.94644233])"
3488,3488,"array([-2.05807797,  1.57813187])"
3489,12028,"array([-1.71668666,  0.48551023])"
3490,12029,"array([-2.20157979,  0.6106443 ])"
3491,3491,"array([-1.66739333,  0.94055426])"
3492,9137,"array([-1.11315335,  1.79524369])"
3493,3493,"array([-1.1248064 ,  0.80995101])"
3494,3494,"array([-1.97001996,  0.38208113])"
3495,3495,"array([-1.58673525,  0.72444902])"
3496,9138,"array([-1.40489537,  2.02465524])"
3497,13944,"array([-2.17819648,  0.68056899])"
3498,12031,"array([-1.8074478 ,  0.34625917])"
3499,13945,"array([-1.4033611 ,  1.08434412])"
3500,9142,"array([-1.41714896,  1.70869386])"
3501,9143,"array([-1.39034012,  1.19100626])"
3502,3502,"array([-1.61093868,  0.57383558])"
3503,9144,"array([-1.83985121,  1.65430231])"
3504,9145,"array([-1.5941426 ,  1.63157313])"
3505,3505,"array([-1.93613016,  0.61888402])"
3506,3506,"array([-1.49998858,  0.52716406])"
3507,12033,"array([-1.73115302,  0.38003912])"
3508,3508,"array([-1.73035687,  0.80220489])"
3509,13946,"array([-1.99029463,  0.37893039])"
3510,3510,"array([-1.96721542,  1.51299948])"
3511,9148,"array([-0.9993632 ,  0.58893803])"
3512,3512,"array([-1.99371363,  1.14397278])"
3513,3513,"array([-1.86464929,  0.41226695])"
3514,12035,"array([-1.84229931,  0.38233416])"
3515,9150,"array([-1.27003545,  1.40903864])"
3516,9151,"array([-0.89031651,  1.11130801])"
3517,9152,"array([-0.78818771,  1.46026852])"
3518,12036,"array([-1.94715555,  0.41383922])"
3519,9154,"array([-1.21094562,  1.07321775])"
3520,3520,"array([-1.04083397,  0.38858962])"
3521,9155,"array([-1.53159501,  1.23912197])"
3522,9156,"array([-1.51494032,  0.95995802])"
3523,9157,"array([-0.09972903,  1.37028168])"
3524,9158,"array([-0.76280818,  1.30184257])"
3525,9159,"array([-1.22233897,  1.42446339])"
3526,9160,"array([-1.03768731,  1.35536325])"
3527,3527,"array([-1.27243321,  0.62291038])"
3528,9161,"array([-1.6246665 ,  1.64360786])"
3529,12037,"array([-1.34783844,  0.56896471])"
3530,13947,"array([-1.95966593,  0.84381258])"
3531,9164,"array([-1.59490017,  1.86156481])"
3532,9165,"array([-1.31180791,  1.49849145])"
3533,9166,"array([-1.2754336 ,  1.84640661])"
3534,9167,"array([-1.29477124,  1.32452883])"
3535,9168,"array([-0.9532141 ,  0.89371371])"
3536,9169,"array([-1.33726351,  1.39856856])"
3537,9170,"array([-1.85870809,  1.52609514])"
3538,9171,"array([-1.6505293 ,  1.92884509])"
3539,9172,"array([-1.8944023 ,  1.85439063])"
3540,9173,"array([-1.79104441,  1.86517183])"
3541,12039,"array([-1.27317341,  0.39656131])"
3542,9175,"array([-1.65621701,  1.53580396])"
3543,9176,"array([-1.08422793,  1.29997634])"
3544,9177,"array([-1.20457871,  1.40795461])"
3545,13948,"array([-1.98404502,  0.49149571])"
3546,9179,"array([-1.1392056 ,  1.69430294])"
3547,9180,"array([-1.30105832,  1.58172766])"
3548,3548,"array([-1.0107845 ,  0.15592548])"
3549,3549,"array([-1.75000291,  0.98126054])"
3550,3550,"array([-2.12432259,  1.21698191])"
3551,9181,"array([-1.37416065,  1.7481756 ])"
3552,9182,"array([-1.72545901,  1.92602001])"
3553,3553,"array([-1.2774875 ,  0.18669916])"
3554,3554,"array([-1.79196139,  0.45211127])"
3555,3555,"array([-1.62454653,  0.3079712 ])"
3556,12041,"array([-1.72657087,  0.94403463])"
3557,3557,"array([-1.72700575,  0.99816743])"
3558,9184,"array([-0.97850742,  1.1605869 ])"
3559,9185,"array([-0.94947651,  1.80181787])"
3560,9186,"array([-0.86502137,  0.97826548])"
3561,3561,"array([-1.60540735,  0.65655115])"
3562,9187,"array([-1.07350861,  1.90019957])"
3563,3563,"array([-1.69151444,  0.82555507])"
3564,3564,"array([-1.78645396,  0.4169072 ])"
3565,12042,"array([-2.20396509,  0.56982412])"
3566,3566,"array([-1.68856344,  0.3373488 ])"
3567,9189,"array([-1.71499347,  1.86040702])"
3568,14175,"array([-1.92947199,  0.20726895])"
3569,3569,"array([-1.88527571,  0.9100595 ])"
3570,9191,"array([-1.76628521,  1.34894192])"
3571,3571,"array([-1.69335317,  0.28349054])"
3572,9192,"array([-1.41654853,  1.68772241])"
3573,9193,"array([-1.52334533,  1.1675961 ])"
3574,9194,"array([-1.38057319,  1.45066664])"
3575,3575,"array([-1.41392356,  0.62660663])"
3576,9195,"array([-1.46115126,  1.39801698])"
3577,9196,"array([-1.74229145,  1.48507108])"
3578,3578,"array([-1.49839097,  0.78082119])"
3579,9197,"array([-1.59933166,  1.4476424 ])"
3580,9198,"array([-1.09575162,  1.2552304 ])"
3581,3581,"array([-1.85691451,  1.19168722])"
3582,3582,"array([-1.9360455 ,  0.56955937])"
3583,9199,"array([-0.77221885,  1.37080801])"
3584,12044,"array([-1.54800976,  0.86640711])"
3585,3585,"array([-1.40481635,  0.66329519])"
3586,12045,"array([-1.53129056,  0.59976395])"
3587,9202,"array([-0.79082318,  1.48555381])"
3588,3588,"array([-1.69714341,  0.76766776])"
3589,13950,"array([-1.94429479,  0.36020142])"
3590,13951,"array([-1.85551903,  0.1840824 ])"
3591,3591,"array([-1.53692699,  0.40330666])"
3592,9205,"array([-0.81821627,  1.47386149])"
3593,3593,"array([-1.58748606,  0.74551909])"
3594,3594,"array([-1.77705802,  0.82098869])"
3595,9206,"array([-1.59742021,  1.40790398])"
3596,3596,"array([-0.755149  ,  0.19142984])"
3597,3597,"array([-1.08832479,  0.90005843])"
3598,13952,"array([-2.02245971,  0.87452178])"
3599,3599,"array([-1.4697696 ,  0.45465939])"
3600,9208,"array([-1.37157266,  1.25390841])"
3601,9209,"array([-1.29107626,  1.95994486])"
3602,3602,"array([-1.09728836,  0.75363428])"
3603,3603,"array([-1.95508861,  0.34134895])"
3604,9210,"array([-1.15980442,  1.8087832 ])"
3605,3605,"array([-0.8917179 ,  0.20970778])"
3606,9211,"array([-1.60826765,  1.7635114 ])"
3607,9212,"array([-1.34182263,  1.63933738])"
3608,3608,"array([-2.4471292 ,  1.17794432])"
3609,9213,"array([-0.44452336,  1.58750197])"
3610,9214,"array([-1.24074011,  1.51898542])"
3611,9215,"array([-1.72302433,  1.78046582])"
3612,12049,"array([-1.60996241,  0.77367632])"
3613,3613,"array([-2.14420256,  1.67800756])"
3614,3614,"array([-1.67525905,  0.67401243])"
3615,3615,"array([-1.26362924,  1.36466883])"
3616,12050,"array([-1.88185371,  1.09080184])"
3617,12051,"array([-1.4641849 ,  0.72464927])"
3618,12052,"array([-1.62993325,  0.38286601])"
3619,12053,"array([-2.04821   ,  0.62975461])"
3620,12054,"array([-1.88136818,  0.79356143])"
3621,12055,"array([-1.65939347,  0.54915013])"
3622,12056,"array([-1.40037361,  0.86100892])"
3623,3623,"array([-2.00573324,  0.63522814])"
3624,12057,"array([-1.56474747,  0.6668413 ])"
3625,3625,"array([-1.65421146,  0.60100905])"
3626,13953,"array([-1.61449507,  0.13441621])"
3627,12059,"array([-1.17575068,  0.99308212])"
3628,3628,"array([-1.05353719,  0.63763864])"
3629,3629,"array([-1.0649985,  0.5757915])"
3630,12060,"array([-1.62083741,  0.72281611])"
3631,13954,"array([-2.01072459,  0.91694008])"
3632,3632,"array([-0.90623402,  0.31825097])"
3633,12062,"array([-1.3881825,  0.7300615])"
3634,13955,"array([-1.55115463,  1.14549325])"
3635,12064,"array([-1.92109142,  1.05597912])"
3636,12065,"array([-1.38935317,  0.40722363])"
3637,12066,"array([-1.74836099,  1.36335557])"
3638,13956,"array([-2.0271138 ,  0.97243235])"
3639,12068,"array([-1.2544886 ,  0.52580815])"
3640,3640,"array([-0.94288571,  0.25873725])"
3641,12069,"array([-1.55946044,  0.83637532])"
3642,12070,"array([-1.83865789,  1.10548037])"
3643,13957,"array([-2.00712764,  1.00350576])"
3644,14176,"array([-1.74417355,  0.28711394])"
3645,12073,"array([-1.3319208 ,  0.96533456])"
3646,12074,"array([-1.91283783,  0.30157437])"
3647,14403,"array([-1.5958702 ,  0.77044086])"
3648,12076,"array([-1.73521152,  0.88730024])"
3649,12077,"array([-1.92505924,  0.81341884])"
3650,12078,"array([-1.99535254,  0.73064674])"
3651,12079,"array([-1.61154487,  0.62640956])"
3652,13960,"array([-2.17800865,  0.72327877])"
3653,3653,"array([-1.48529193,  0.46128283])"
3654,14178,"array([-0.90867669,  0.43710586])"
3655,3655,"array([-1.78359014,  0.55407813])"
3656,12082,"array([-1.55470396,  0.88972712])"
3657,14179,"array([-1.42435831,  1.23388823])"
3658,12084,"array([-1.88381355,  1.01791379])"
3659,12085,"array([-1.25941865,  0.46418422])"
3660,13963,"array([-1.34341314,  0.79818678])"
3661,3661,"array([-2.34686686,  1.25920892])"
3662,3662,"array([-2.13919152,  1.1227763 ])"
3663,3663,"array([-1.67475912,  0.30768051])"
3664,12087,"array([-1.95953834,  0.75400118])"
3665,13964,"array([-1.48196221,  0.27054853])"
3666,13965,"array([-1.61396676,  0.16951941])"
3667,12090,"array([-1.67049474,  0.33793686])"
3668,14359,"array([-1.27433202,  0.8372472 ])"
3669,3669,"array([-1.79568588,  1.18981439])"
3670,3670,"array([-2.0319162 ,  0.66232114])"
3671,3671,"array([-1.25429469,  0.96245136])"
3672,3672,"array([-0.83017131,  0.64248624])"
3673,12092,"array([-1.52015956,  0.87536634])"
