# index, label, _pos
9388,35790,"array([0.97815757, 8.14526026])"
9389,34747,"array([0.94461231, 8.15158511])"
9390,34801,"array([0.93783048, 8.15081575])"
9391,34864,"array([0.97327801, 8.1468693 ])"
9392,34989,"array([0.94194397, 8.1576038 ])"
9393,35112,"array([0.97969283, 8.13772534])"
9394,35145,"array([0.95794236, 8.185916  ])"
9395,35174,"array([0.97674233, 8.13182344])"
9396,8323,"array([0.97440188, 8.13434307])"
9397,33807,"array([0.98363339, 8.13647003])"
9398,34917,"array([1.0022255 , 8.19700663])"
9399,35212,"array([0.94544759, 8.13552425])"
9400,34829,"array([0.94270606, 8.14101225])"
9401,35229,"array([0.97103313, 8.12375867])"
9402,35230,"array([0.96300361, 8.18487036])"
9403,35249,"array([1.00105763, 8.19561748])"
9404,31673,"array([0.94410571, 8.17789311])"
9405,34485,"array([0.94917164, 8.14810309])"
9406,34561,"array([0.96190686, 8.18316574])"
9407,29649,"array([0.96996237, 8.14784278])"
9408,8308,"array([0.96364497, 8.15947351])"
9409,35382,"array([0.95062175, 8.15731533])"
9410,21321,"array([0.95006873, 8.18085277])"
9411,8838,"array([0.95204761, 8.18424507])"
9412,8813,"array([0.98982232, 8.15163893])"
9413,35430,"array([0.9942276 , 8.14598715])"
9414,3264,"array([0.99845395, 8.19057806])"
9415,12926,"array([0.97216514, 8.18444256])"
9416,30947,"array([0.96821597, 8.17783428])"
9417,33965,"array([0.9561966 , 8.16613757])"
9418,30975,"array([0.97566827, 8.13558322])"
9419,25310,"array([0.95218835, 8.17922631])"
9420,31222,"array([0.97845021, 8.17720606])"
9421,31122,"array([0.95412245, 8.17706845])"
9422,31105,"array([0.95317241, 8.16451751])"
9423,31213,"array([0.9411943 , 8.15427691])"
9424,25159,"array([0.94069446, 8.15624968])"
9425,31133,"array([0.94236068, 8.15430211])"
9426,31163,"array([0.93858202, 8.15612605])"
9427,31224,"array([0.93362   , 8.14545364])"
9428,31208,"array([0.93978736, 8.15564011])"
9429,31205,"array([0.94108793, 8.15573494])"
9430,31195,"array([0.94055482, 8.15511136])"
9431,31319,"array([0.97560157, 8.17448083])"
9432,3058,"array([0.94959237, 8.15213799])"
9433,5572,"array([0.95027105, 8.14143378])"
9434,35518,"array([0.93955914, 8.16527454])"
9435,20560,"array([0.9325676 , 8.15750813])"
9436,31331,"array([0.95877782, 8.15209853])"
9437,35581,"array([0.96950358, 8.18927888])"
9438,31286,"array([0.93855769, 8.15211535])"
9439,29194,"array([0.93622751, 8.14418042])"
9440,31505,"array([0.97815441, 8.13646884])"
9441,31498,"array([0.96790805, 8.171547  ])"
9442,31325,"array([0.96810524, 8.17882901])"
9443,35369,"array([0.96779377, 8.17582887])"
9444,12334,"array([0.96445807, 8.18369853])"
9445,31507,"array([0.95723567, 8.15879499])"
9446,31634,"array([0.95420289, 8.1613892 ])"
9447,31562,"array([0.95553754, 8.18148441])"
9448,8409,"array([0.94713113, 8.1416819 ])"
9449,13161,"array([0.94813219, 8.13507582])"
9450,29640,"array([0.94989873, 8.1796305 ])"
9451,31727,"array([0.94814126, 8.18601094])"
9452,28890,"array([0.93997183, 8.14679892])"
9453,31585,"array([0.93897994, 8.15805144])"
9454,15582,"array([0.95756868, 8.13738363])"
9455,25540,"array([0.96650058, 8.17726102])"
9456,31595,"array([0.95497252, 8.1782324 ])"
9457,16298,"array([0.95017168, 8.17458071])"
9458,31603,"array([0.94509748, 8.16257819])"
9459,31304,"array([0.97050708, 8.13728901])"
9460,34468,"array([0.95151133, 8.16168726])"
9461,35041,"array([0.9492685 , 8.16986453])"
9462,31334,"array([0.96344411, 8.18319909])"
9463,35043,"array([0.96330319, 8.1589751 ])"
9464,13213,"array([0.94998681, 8.18241156])"
9465,2847,"array([0.96568187, 8.15878344])"
9466,31357,"array([0.93424263, 8.13413981])"
9467,33815,"array([0.93741585, 8.13401812])"
9468,35411,"array([0.9419018 , 8.14354711])"
9469,33892,"array([0.93632304, 8.12799069])"
9470,25446,"array([0.93457887, 8.12915151])"
9471,12651,"array([0.95611452, 8.17426157])"
9472,31441,"array([0.9847831 , 8.18294868])"
9473,34572,"array([0.9412363 , 8.17455949])"
9474,12429,"array([0.96427308, 8.18079989])"
9475,12353,"array([0.96322614, 8.17956811])"
9476,8509,"array([0.97394844, 8.16511635])"
9477,31443,"array([0.98119015, 8.15817382])"
9478,31510,"array([0.97060265, 8.16089472])"
9479,8992,"array([0.96246988, 8.16956393])"
9480,34525,"array([0.97877207, 8.13704698])"
9481,12580,"array([0.97344218, 8.1483838 ])"
9482,34275,"array([0.97927812, 8.13049104])"
9483,39576,"array([0.97958635, 8.17881653])"
9484,35169,"array([0.97941313, 8.17659632])"
9485,39931,"array([0.96998116, 8.16920012])"
9486,39694,"array([0.98186015, 8.16664171])"
9487,21052,"array([0.96115344, 8.15719952])"
9488,20551,"array([1.00997175, 8.16102725])"
9489,12364,"array([1.01065565, 8.16035478])"
9490,8581,"array([1.00908215, 8.16359254])"
9491,31419,"array([0.97541969, 8.17942446])"
9492,33833,"array([0.96129224, 8.18181617])"
9493,12355,"array([0.95468188, 8.16617873])"
9494,2878,"array([0.94086477, 8.15181302])"
9495,31138,"array([0.93730064, 8.14652708])"
9496,12958,"array([0.94782488, 8.14829553])"
9497,28747,"array([0.94136583, 8.16051453])"
9498,6824,"array([0.97354808, 8.18675134])"
9499,20520,"array([0.9468916 , 8.17964886])"
9500,31514,"array([0.94725828, 8.15553756])"
9501,31166,"array([0.95895292, 8.14487969])"
9502,15766,"array([0.94951227, 8.17681493])"
9503,31186,"array([0.96834875, 8.1741727 ])"
9504,29468,"array([0.95097159, 8.16438069])"
9505,16082,"array([0.95002064, 8.18183971])"
9506,31204,"array([0.97507557, 8.16599539])"
9507,16329,"array([0.99309371, 8.15345538])"
9508,12705,"array([0.94094919, 8.13303597])"
9509,31214,"array([0.96521087, 8.15900071])"
9510,34694,"array([0.97727841, 8.16543814])"
9511,30912,"array([0.96342609, 8.16784735])"
9512,31228,"array([0.95808669, 8.15476251])"
9513,31225,"array([0.94858471, 8.15292166])"
9514,25131,"array([0.97193114, 8.16967703])"
9515,35743,"array([0.98136019, 8.16304502])"
9516,31238,"array([0.9786407 , 8.17097659])"
9517,31261,"array([0.95552326, 8.14948582])"
9518,12314,"array([0.95427121, 8.1563447 ])"
9519,31275,"array([0.94031189, 8.14051529])"
9520,12912,"array([0.96723945, 8.1527544 ])"
9521,31294,"array([0.95034288, 8.15261508])"
9522,12388,"array([0.9797019 , 8.18315203])"
9523,16345,"array([0.94827624, 8.15577728])"
9524,31302,"array([0.93854118, 8.13940354])"
9525,31596,"array([0.96770027, 8.16996793])"
9526,16202,"array([0.96491106, 8.16060765])"
9527,34303,"array([0.9436321, 8.1490157])"
9528,29059,"array([0.94916211, 8.1562759 ])"
9529,31203,"array([0.94429269, 8.14554488])"
9530,8632,"array([0.96954699, 8.17073239])"
9531,29288,"array([0.9585818 , 8.18214799])"
9532,31736,"array([0.95058728, 8.16700815])"
9533,29556,"array([0.98898239, 8.18967594])"
9534,20789,"array([0.95443628, 8.16062677])"
9535,31624,"array([0.96323636, 8.19402559])"
9536,12732,"array([0.96487481, 8.17907906])"
9537,8875,"array([0.97618001, 8.18010068])"
9538,15457,"array([0.95103122, 8.17284988])"
9539,30722,"array([0.96994239, 8.17851682])"
9540,34577,"array([0.99087115, 8.19345896])"
9541,29687,"array([0.99464503, 8.19805293])"
9542,13236,"array([0.99479379, 8.1989993 ])"
9543,13124,"array([0.98360862, 8.18694843])"
9544,31250,"array([0.993971  , 8.18878146])"
9545,12350,"array([0.96073989, 8.17630153])"
9546,15744,"array([0.96830601, 8.13091216])"
9547,8508,"array([0.98128786, 8.13946277])"
9548,20921,"array([0.96936832, 8.17606313])"
9549,3939,"array([0.92922119, 8.18333256])"
9550,31246,"array([0.96588144, 8.17969808])"
9551,20662,"array([0.96217455, 8.14242236])"
9552,39869,"array([0.9626037 , 8.15517713])"
9553,30838,"array([0.96668377, 8.14127669])"
9554,39039,"array([0.97562155, 8.13335154])"
9555,25504,"array([0.96344916, 8.18219324])"
9556,29329,"array([0.94768875, 8.14136696])"
9557,31530,"array([0.96381018, 8.17576444])"
9558,24589,"array([0.96521874, 8.12141904])"
9559,31666,"array([0.94932189, 8.18333464])"
9560,31737,"array([0.97408605, 8.14961399])"
9561,35244,"array([0.96254208, 8.17592899])"
9562,31639,"array([0.99187665, 8.17906624])"
9563,15765,"array([0.94683779, 8.16825412])"
9564,31640,"array([0.95154683, 8.18512955])"
9565,31463,"array([0.95715091, 8.18394088])"
9566,31655,"array([0.95075226, 8.18573322])"
9567,33994,"array([0.95503812, 8.18370189])"
9568,29055,"array([0.95105464, 8.18179033])"
9569,34667,"array([0.96290274, 8.19048828])"
9570,34859,"array([0.95528216, 8.18535857])"
9571,34914,"array([0.95870106, 8.1847858 ])"
9572,35831,"array([0.95868358, 8.19203351])"
9573,35615,"array([0.96836233, 8.1941371 ])"
9574,39282,"array([0.95538912, 8.16450148])"
9575,39361,"array([0.95516727, 8.1863918 ])"
9576,41051,"array([0.95374118, 8.18667857])"
9577,31364,"array([0.94179909, 8.14850648])"
9578,16231,"array([0.94842268, 8.14678602])"
9579,12414,"array([0.95253608, 8.18169561])"
9580,39551,"array([0.97618871, 8.16981384])"
9581,39651,"array([0.95392498, 8.1725989 ])"
9582,65101,"array([0.96281938, 8.18708534])"
9583,31679,"array([0.97863661, 8.16608843])"
9584,29222,"array([0.96119591, 8.17642703])"
9585,12570,"array([0.978026  , 8.17268686])"
9586,15425,"array([0.98352747, 8.16877164])"
9587,33840,"array([0.95075296, 8.15085687])"
9588,12444,"array([0.93342125, 8.14814673])"
9589,20954,"array([0.92735519, 8.13957539])"
9590,33940,"array([0.95544914, 8.16881674])"
9591,20650,"array([0.96795092, 8.17715044])"
9592,33864,"array([0.97915779, 8.17470878])"
9593,33873,"array([0.95950363, 8.16529085])"
9594,16115,"array([0.96155845, 8.16471782])"
9595,8239,"array([0.96948934, 8.18016876])"
9596,33831,"array([0.93280239, 8.15489122])"
9597,21088,"array([0.93219747, 8.15554549])"
9598,28840,"array([0.93948751, 8.14987067])"
9599,33847,"array([0.94709404, 8.17562067])"
9600,12305,"array([0.97119786, 8.18803152])"
9601,33943,"array([0.98214232, 8.16271256])"
9602,12703,"array([0.95376528, 8.1784421 ])"
9603,35097,"array([0.94571238, 8.16283132])"
9604,33924,"array([0.99739588, 8.17266953])"
9605,16096,"array([0.96240252, 8.18470191])"
9606,33929,"array([0.96544016, 8.15791913])"
9607,33947,"array([0.99687895, 8.16534555])"
9608,31380,"array([1.00223445, 8.16652862])"
9609,39484,"array([1.01137307, 8.16508034])"
9610,29021,"array([0.97544519, 8.17868589])"
9611,33848,"array([0.95151054, 8.1929109 ])"
9612,5431,"array([0.94410521, 8.14083615])"
9613,29277,"array([0.94656381, 8.14336492])"
9614,34152,"array([0.9806128 , 8.17654666])"
9615,12867,"array([1.01121462, 8.19882916])"
9616,34425,"array([1.00865228, 8.19926604])"
9617,31340,"array([1.00396181, 8.19682295])"
9618,39246,"array([1.01843801, 8.20029025])"
9619,33987,"array([0.95241223, 8.1401542 ])"
9620,29667,"array([1.00220659, 8.19441672])"
9621,34295,"array([0.99630002, 8.19412457])"
9622,8808,"array([0.98013357, 8.19126408])"
9623,39220,"array([0.99202047, 8.19262719])"
9624,20558,"array([1.00564198, 8.19300171])"
9625,33983,"array([0.98836627, 8.17720396])"
9626,34109,"array([0.94913749, 8.17294891])"
9627,33991,"array([0.93746801, 8.15572416])"
9628,31569,"array([0.95120577, 8.18336315])"
9629,34150,"array([0.94870199, 8.15109773])"
9630,34400,"array([0.99035008, 8.18782834])"
9631,16290,"array([0.97945209, 8.13422718])"
9632,34171,"array([0.97001562, 8.18352626])"
9633,34081,"array([0.96136413, 8.18953808])"
9634,8643,"array([1.01095409, 8.16242976])"
9635,39349,"array([0.97721955, 8.15086912])"
9636,29321,"array([0.97398707, 8.17429183])"
9637,35404,"array([0.97150994, 8.17521349])"
9638,33969,"array([0.94305672, 8.15345376])"
9639,34267,"array([0.94317944, 8.13823069])"
9640,25515,"array([0.94475792, 8.14129848])"
9641,21230,"array([0.99803634, 8.18524309])"
9642,34162,"array([0.91638289, 8.12592185])"
9643,35455,"array([0.91515463, 8.12805542])"
9644,35185,"array([0.91269271, 8.13059756])"
9645,35547,"array([0.91325575, 8.12821984])"
9646,15943,"array([0.96096406, 8.18089102])"
9647,6855,"array([0.97151692, 8.16752512])"
9648,31191,"array([0.95062194, 8.15029742])"
9649,34104,"array([0.9265871 , 8.15379972])"
9650,34595,"array([0.93254887, 8.16849135])"
9651,25408,"array([0.95051721, 8.14691823])"
9652,34087,"array([0.97881304, 8.17678575])"
9653,6813,"array([0.98422686, 8.17741094])"
9654,31108,"array([0.96189353, 8.16022654])"
9655,34168,"array([0.94558998, 8.15267835])"
9656,34160,"array([0.93761428, 8.17164846])"
9657,34250,"array([0.93951949, 8.13050601])"
9658,29084,"array([0.99738905, 8.18762672])"
9659,24852,"array([0.97101915, 8.14915084])"
9660,24877,"array([0.97681926, 8.14115661])"
9661,33885,"array([0.9587933 , 8.17395224])"
9662,13156,"array([0.96388841, 8.18031268])"
9663,31400,"array([0.96547221, 8.17891437])"
9664,34390,"array([0.9748784 , 8.12705635])"
9665,34421,"array([0.9674238 , 8.14944983])"
9666,34590,"array([0.94630997, 8.1525576 ])"
9667,34923,"array([0.9535551 , 8.13367021])"
9668,33962,"array([0.95362474, 8.1504265 ])"
9669,30794,"array([0.94656754, 8.15118909])"
9670,34939,"array([0.94403273, 8.14280014])"
9671,35629,"array([0.95413438, 8.13285572])"
9672,31608,"array([0.97123731, 8.14106754])"
9673,20483,"array([0.94889551, 8.15574755])"
9674,34763,"array([0.9511129 , 8.18298833])"
9675,8387,"array([0.95384309, 8.17749434])"
9676,12779,"array([0.96602912, 8.18626934])"
9677,2857,"array([0.95698725, 8.1786046 ])"
9678,31619,"array([0.93136254, 8.16688686])"
9679,34860,"array([0.95743846, 8.18588999])"
9680,34509,"array([0.97328974, 8.14520934])"
9681,35378,"array([0.97154961, 8.1378789 ])"
9682,35506,"array([0.98077449, 8.15991921])"
9683,31581,"array([0.9761189 , 8.16776376])"
9684,1955,"array([0.98659147, 8.1633128 ])"
9685,24702,"array([0.94293892, 8.17573765])"
9686,6790,"array([1.00118959, 8.16456753])"
9687,8448,"array([0.99763438, 8.16628292])"
9688,35394,"array([0.98158538, 8.18338893])"
9689,39006,"array([0.97423299, 8.1364945 ])"
9690,25463,"array([0.95030375, 8.17931088])"
9691,31715,"array([0.95381188, 8.18204176])"
9692,39386,"array([0.9745246 , 8.18437517])"
9693,16360,"array([0.97426547, 8.1667449 ])"
9694,30797,"array([0.93308069, 8.12560531])"
9695,31691,"array([0.93447058, 8.12690463])"
9696,33796,"array([0.96765958, 8.15652634])"
9697,25332,"array([1.01142206, 8.1948651 ])"
9698,29448,"array([0.98734017, 8.19085255])"
9699,33935,"array([0.94844207, 8.15716855])"
9700,21211,"array([0.96473872, 8.13628768])"
9701,31567,"array([0.93278159, 8.16061564])"
9702,31549,"array([0.92893573, 8.14988306])"
9703,34369,"array([0.92533949, 8.1522066 ])"
9704,39640,"array([0.9484244 , 8.16629098])"
9705,31615,"array([0.96432284, 8.17188593])"
9706,31703,"array([0.95543609, 8.14791974])"
9707,35000,"array([0.95683649, 8.14808416])"
9708,29622,"array([0.99048822, 8.18944498])"
9709,34841,"array([0.99460908, 8.19498824])"
9710,35621,"array([0.99563356, 8.18956322])"
9711,16301,"array([0.94116023, 8.12303196])"
9712,31677,"array([0.96181245, 8.15943876])"
9713,16131,"array([0.94801369, 8.17575899])"
9714,12832,"array([0.956105  , 8.17954508])"
9715,20579,"array([0.97363875, 8.17502205])"
9716,34001,"array([0.95950757, 8.13559199])"
9717,28685,"array([0.95410379, 8.18360844])"
9718,33944,"array([0.95695754, 8.1638537 ])"
9719,12581,"array([0.9560812 , 8.16141367])"
9720,39504,"array([0.93183791, 8.1570348 ])"
9721,33931,"array([0.96281092, 8.16986768])"
9722,33921,"array([0.94639384, 8.17001758])"
9723,34236,"array([0.95379963, 8.16626997])"
9724,31402,"array([0.9642333 , 8.19180827])"
9725,34129,"array([0.97026498, 8.16729174])"
9726,34026,"array([0.94119543, 8.17199235])"
9727,30913,"array([0.96168112, 8.1826348 ])"
9728,33953,"array([0.94275365, 8.16920466])"
9729,34084,"array([0.95108089, 8.16210334])"
9730,34274,"array([0.97371524, 8.17179235])"
9731,12511,"array([0.95191347, 8.1696943 ])"
9732,34165,"array([0.95176563, 8.17229273])"
9733,31590,"array([0.95534675, 8.18036206])"
9734,28966,"array([1.00963576, 8.183506  ])"
9735,35710,"array([1.01820244, 8.19472591])"
9736,35048,"array([1.0142734 , 8.18260568])"
9737,34072,"array([0.98422577, 8.16849967])"
9738,20685,"array([0.97373567, 8.1860487 ])"
9739,34186,"array([0.98468579, 8.18811898])"
9740,5396,"array([0.97211069, 8.18038832])"
9741,12918,"array([0.94007134, 8.16842561])"
9742,34039,"array([0.96698855, 8.15789615])"
9743,29066,"array([0.96239239, 8.16765875])"
9744,34894,"array([0.9392725 , 8.15243599])"
9745,12709,"array([0.99088514, 8.16494146])"
9746,6834,"array([0.95372179, 8.17969334])"
9747,34779,"array([0.98477842, 8.15553005])"
9748,34539,"array([0.94841366, 8.17537857])"
9749,35072,"array([0.95820426, 8.16474996])"
9750,34918,"array([0.92518075, 8.15055274])"
9751,24722,"array([0.95757488, 8.14150719])"
9752,24601,"array([0.96197254, 8.14021841])"
9753,29485,"array([0.98167488, 8.15097009])"
9754,24940,"array([0.95741217, 8.18166686])"
9755,34610,"array([0.95500531, 8.17734086])"
9756,34628,"array([1.01703038, 8.2029748 ])"
9757,39467,"array([1.00308211, 8.19403402])"
9758,25147,"array([1.00042313, 8.19499493])"
9759,31291,"array([1.00688339, 8.20208762])"
9760,34788,"array([0.96218269, 8.18152267])"
9761,38986,"array([0.9692068 , 8.19341357])"
9762,31420,"array([0.99886293, 8.18544162])"
9763,34376,"array([0.99652299, 8.18737499])"
9764,34896,"array([0.9328965 , 8.14597718])"
9765,8391,"array([0.95727421, 8.1660988 ])"
9766,15763,"array([0.96228304, 8.16349152])"
9767,34705,"array([0.96993061, 8.15952531])"
9768,31643,"array([0.941158  , 8.15497849])"
9769,8594,"array([0.94060049, 8.15452709])"
9770,13079,"array([0.94401447, 8.1367285 ])"
9771,34974,"array([0.94445948, 8.1350615 ])"
9772,34984,"array([0.92722935, 8.14582846])"
9773,35168,"array([0.93868941, 8.15361705])"
9774,16333,"array([0.98173624, 8.17659575])"
9775,34244,"array([0.95800409, 8.15389642])"
9776,35078,"array([0.94959155, 8.14275337])"
9777,35278,"array([0.95172276, 8.13436234])"
9778,35284,"array([0.93256766, 8.12798737])"
9779,35301,"array([0.94970483, 8.13164164])"
9780,39678,"array([0.9561081 , 8.13926473])"
9781,35288,"array([0.97564388, 8.18405243])"
9782,35299,"array([0.94850622, 8.15986058])"
9783,35300,"array([0.97360737, 8.17401349])"
9784,35314,"array([0.98519934, 8.17029452])"
9785,35310,"array([0.95166384, 8.14018225])"
9786,35366,"array([0.95886826, 8.1657133 ])"
9787,34235,"array([0.97432491, 8.17836946])"
9788,34237,"array([0.98299124, 8.18336651])"
9789,35334,"array([0.98240287, 8.18395572])"
9790,39444,"array([0.97183868, 8.18137214])"
9791,34588,"array([0.97726262, 8.15640179])"
9792,33984,"array([0.96008508, 8.18258736])"
9793,34144,"array([0.96476542, 8.19297164])"
9794,34137,"array([0.93704227, 8.15208143])"
9795,34534,"array([0.98597158, 8.17513225])"
9796,34133,"array([0.94782926, 8.15681567])"
9797,5429,"array([0.94378392, 8.14154452])"
9798,25156,"array([0.98484529, 8.1721135 ])"
9799,16342,"array([0.97567252, 8.14964956])"
9800,25384,"array([0.95570964, 8.16400173])"
9801,39440,"array([0.95330401, 8.1731064 ])"
9802,39116,"array([0.95541149, 8.17809918])"
9803,1126,"array([0.95313847, 8.17998497])"
9804,15672,"array([0.95167747, 8.14629838])"
9805,8570,"array([0.94370653, 8.1535369 ])"
9806,24822,"array([0.97687212, 8.15698557])"
9807,34248,"array([0.98867102, 8.14613884])"
9808,34223,"array([0.94596124, 8.13310856])"
9809,2611,"array([0.9534126 , 8.17503491])"
9810,16326,"array([0.95397566, 8.16259829])"
9811,34821,"array([0.93846164, 8.14454283])"
9812,30974,"array([0.9410601 , 8.14365459])"
9813,28895,"array([0.95543767, 8.15853925])"
9814,34270,"array([0.95304464, 8.18346572])"
9815,3253,"array([0.93872161, 8.14655914])"
9816,34266,"array([0.93633926, 8.13989469])"
9817,25424,"array([0.96530342, 8.17140071])"
9818,34282,"array([0.95570923, 8.17785124])"
9819,34271,"array([0.97756368, 8.17060661])"
9820,36057,"array([0.96425587, 8.17559615])"
9821,34811,"array([0.94165675, 8.16671091])"
9822,35042,"array([0.96644152, 8.18044176])"
9823,25436,"array([0.94310257, 8.1541743 ])"
9824,34289,"array([0.96641142, 8.16201791])"
9825,34315,"array([0.97692649, 8.18700819])"
9826,34300,"array([0.94797137, 8.13795134])"
9827,34302,"array([0.98286158, 8.16668108])"
9828,34352,"array([0.95499649, 8.14488434])"
9829,3435,"array([0.95805962, 8.13483762])"
9830,20875,"array([0.97629388, 8.16241461])"
9831,6752,"array([0.96342839, 8.18482399])"
9832,12637,"array([0.96960593, 8.18879372])"
9833,5392,"array([0.96168354, 8.18447274])"
9834,34769,"array([0.95882774, 8.17502834])"
9835,29268,"array([0.99693118, 8.18960948])"
9836,34753,"array([0.99180145, 8.19432416])"
9837,31293,"array([0.99160543, 8.18925182])"
9838,34991,"array([0.99768223, 8.19106468])"
9839,34589,"array([0.99209249, 8.19357759])"
9840,35194,"array([0.99111589, 8.18842512])"
9841,20657,"array([0.99473715, 8.19006726])"
9842,24693,"array([0.99636917, 8.1953738 ])"
9843,29582,"array([0.99673284, 8.19099907])"
9844,39184,"array([0.99534866, 8.18013832])"
9845,34470,"array([0.93410378, 8.14238252])"
9846,39751,"array([0.92886242, 8.13470375])"
9847,34185,"array([0.93709411, 8.14271881])"
9848,34449,"array([0.94325895, 8.15492277])"
9849,12727,"array([0.97174792, 8.1800859 ])"
9850,34471,"array([0.94413776, 8.17630621])"
9851,39868,"array([0.94454097, 8.16969353])"
9852,34600,"array([0.95277485, 8.13710697])"
9853,34556,"array([0.95094507, 8.15792672])"
9854,12997,"array([0.94056339, 8.15779802])"
9855,34533,"array([0.9347034 , 8.14300603])"
9856,13005,"array([0.94863155, 8.18316728])"
9857,21233,"array([0.94490416, 8.18005885])"
9858,16029,"array([0.9870388 , 8.19190024])"
9859,34550,"array([0.9421251 , 8.14577484])"
9860,13118,"array([0.94102652, 8.14425308])"
9861,12871,"array([0.95383193, 8.17576709])"
9862,8492,"array([0.95037062, 8.15206743])"
9863,34594,"array([0.99029148, 8.1642956 ])"
9864,34584,"array([0.94154359, 8.15060711])"
9865,12742,"array([1.00584828, 8.14672377])"
9866,20797,"array([0.96077788, 8.13455535])"
9867,34803,"array([0.97425677, 8.18921411])"
9868,31363,"array([0.93192608, 8.13619229])"
9869,34644,"array([0.95259747, 8.14738532])"
9870,39055,"array([0.95345316, 8.13625814])"
9871,25396,"array([0.93939155, 8.16251809])"
9872,34752,"array([0.97402795, 8.17755371])"
9873,25509,"array([0.96704265, 8.16285205])"
9874,34678,"array([0.97213066, 8.15423472])"
9875,8689,"array([0.95520259, 8.18412215])"
9876,34699,"array([0.9897813 , 8.17691746])"
9877,29323,"array([0.9804481 , 8.13319933])"
9878,16010,"array([0.95127921, 8.13247659])"
9879,12757,"array([0.95821168, 8.15015017])"
9880,35631,"array([0.95403783, 8.14977085])"
9881,34871,"array([0.94026047, 8.13103386])"
9882,13009,"array([0.96298668, 8.18580651])"
9883,35634,"array([0.97546491, 8.18585495])"
9884,34783,"array([0.97554597, 8.18717521])"
9885,34797,"array([0.97266179, 8.14893152])"
9886,34874,"array([0.93749936, 8.1450282 ])"
9887,35045,"array([0.94315994, 8.16779907])"
9888,34899,"array([0.95871343, 8.18326499])"
9889,35021,"array([0.94647719, 8.14052427])"
9890,29244,"array([0.97747361, 8.18344188])"
9891,34941,"array([0.95193449, 8.15708791])"
9892,35018,"array([0.93538057, 8.12727857])"
9893,35171,"array([0.97627265, 8.17519779])"
9894,35054,"array([0.95848804, 8.17315293])"
9895,35064,"array([0.97338029, 8.16538404])"
9896,35079,"array([0.92999076, 8.14704112])"
9897,35180,"array([0.96437398, 8.18585185])"
9898,35080,"array([0.92803918, 8.14919727])"
9899,35087,"array([0.95597772, 8.14061772])"
9900,31430,"array([0.95351366, 8.14560124])"
9901,35103,"array([0.95120162, 8.16384082])"
9902,35361,"array([0.97576341, 8.17807699])"
9903,28816,"array([0.95795067, 8.17841839])"
9904,35134,"array([0.99073588, 8.16580456])"
9905,29217,"array([0.95709501, 8.15481103])"
9906,35157,"array([0.95023814, 8.16568379])"
9907,35173,"array([0.93547886, 8.14321978])"
9908,39023,"array([0.95179478, 8.16383801])"
9909,35252,"array([0.96812428, 8.17499132])"
9910,35593,"array([0.96676847, 8.18270372])"
9911,35329,"array([0.95130979, 8.17535618])"
9912,35227,"array([0.95569553, 8.16845539])"
9913,35219,"array([0.94889662, 8.16820201])"
9914,35240,"array([0.95851594, 8.17264605])"
9915,35250,"array([0.95841377, 8.17870702])"
9916,35259,"array([0.94524527, 8.1795843 ])"
9917,34904,"array([1.0173639 , 8.18162182])"
9918,39488,"array([1.01957932, 8.17449656])"
9919,34641,"array([0.99224302, 8.17979081])"
9920,35677,"array([1.01720028, 8.19329473])"
9921,39632,"array([1.01752845, 8.18928928])"
9922,41220,"array([1.01832189, 8.17741338])"
9923,34962,"array([0.99159327, 8.18127589])"
9924,38941,"array([1.02217309, 8.18436235])"
9925,39334,"array([0.99900653, 8.18710208])"
9926,39366,"array([1.00226286, 8.17418238])"
9927,39770,"array([1.01559466, 8.19463622])"
9928,31710,"array([1.00252583, 8.17256202])"
9929,41087,"array([1.00898677, 8.17704258])"
9930,15967,"array([0.97752661, 8.1339631 ])"
9931,41061,"array([0.99467734, 8.18821112])"
9932,35141,"array([0.99798591, 8.18978263])"
9933,20911,"array([1.00702887, 8.1925707 ])"
9934,39135,"array([0.99101615, 8.19041065])"
9935,30832,"array([1.00173556, 8.19613907])"
9936,4148,"array([0.98139967, 8.19057491])"
9937,39397,"array([0.95744486, 8.12998466])"
9938,35476,"array([0.96943459, 8.15903695])"
9939,39074,"array([0.92429092, 8.15015122])"
9940,34317,"array([0.95955974, 8.19208438])"
9941,8778,"array([0.97590685, 8.17573012])"
9942,35550,"array([0.94842893, 8.15057946])"
9943,35511,"array([0.94744919, 8.13587386])"
9944,34349,"array([0.9578392 , 8.14251496])"
9945,39866,"array([0.94337195, 8.13363039])"
9946,31365,"array([0.92563711, 8.14387461])"
9947,16071,"array([0.97987538, 8.17119128])"
9948,16178,"array([0.98935635, 8.16362272])"
9949,34334,"array([0.94357619, 8.16997158])"
9950,34354,"array([0.96042182, 8.13559579])"
9951,34382,"array([0.96834909, 8.17992043])"
9952,34403,"array([0.92477584, 8.14295696])"
9953,34391,"array([0.96903127, 8.18043373])"
9954,25571,"array([0.96261843, 8.1783895 ])"
9955,25570,"array([0.9612292 , 8.18520823])"
9956,34408,"array([0.94771215, 8.17674567])"
9957,16353,"array([0.95043171, 8.1825765 ])"
9958,34432,"array([0.96279046, 8.16645729])"
9959,34428,"array([0.95757885, 8.13817577])"
9960,34439,"array([0.96072941, 8.16798   ])"
9961,25151,"array([0.94226956, 8.17025118])"
9962,34465,"array([0.96461348, 8.1869346 ])"
9963,34469,"array([1.00207227, 8.18534997])"
